Title,Authors
Strong-form meshfree collocation method for multibody thermomechanical contact.,"Andrew Beel,Jeong-Hoon Song"
A cascadic multilevel optimization framework for the concurrent design of the fiber-reinforced composite structure through the NURBS surface.,"Bin Xu,Haoqing Ding,Weibai Li,Zunyi Duan,Xiaodong Huang"
Numerical modelling of rutting performance of asphalt concrete pavement containing phase change material.,"Yazhou Zhang,Jun Chen,Xijun Shi,Yong Deng"
Peridynamic modeling and simulation of thermo-mechanical fracture in inhomogeneous ice.,"Ying Song,Shaofan Li,Yunbo Li"
An efficient hierarchical fuzzy simulation method for estimating failure possibility.,"Kaixuan Feng,Zhenzhou Lu,Xia Jiang"
Bond-based peridynamic modeling of fiber-reinforced composite laminates with stretch and rotation kinematics.,"Atila Barut,Erdogan Madenci,Nam Phan"
Prediction of fracture toughness of metallic materials.,"Fuzuli Agri Ak,Erkan Oterkus"
An enhanced hybrid seagull optimization algorithm with its application in engineering optimization.,"Jiaoyue Zheng,MingShun Yang,Yan Li,Gang Hu,Jiao Wang"
A computational homogenization framework for non-ordinary state-based peridynamics.,"Wenxuan Xia,Erkan Oterkus,Selda Oterkus,Yakubu Kasimu Galadima"
A CNN-based surrogate model of isogeometric analysis in nonlocal flexoelectric problems.,"Xiaoying Zhuang,Qimin Wang"
Nonlocal modeling of bi-material and modulus graded plates using peridynamic differential operator.,"Mehmet Dorduncu,Erdogan Madenci,Timon Rabczuk,Akif Kutlu"
Strong form meshfree collocation method for frictional contact between a rigid pile and an elastic foundation.,"Tae-Yeon Kim,Jeong-Hoon Song,Ashkan Almasi"
Strong-form meshfree collocation method for non-equilibrium solidification of multi-component alloy.,"John G. Michopoulos,Peter Schaefferkoetter,Jeong-Hoon Song"
Real-time topology optimization based on convolutional neural network by using retrain skill.,"Jun Yan,Haijiang Li,Dongling Geng,Qi Xu"
The optimal multi-degree reduction of Ball B,"Gang Hu,Hongchan Zheng,Huanxin Cao"
A novel ensemble model using artificial neural network for predicting wave-induced forces on coastal bridge decks.,"Peng Yuan,Huan Wei,Chengjie Ji,Guoji Xu,Jinsheng Wang"
Editorial: Computational modeling based on nonlocal theory.,"Timon Rabczuk,Erkan Oterkus,Xiaoying Zhuang"
Peridynamic modeling of dual-phase-lag thermal-moisture coupling in a finite element framework.,"Erdogan Madenci,Sundaram Vinod K. Anicode"
Time-dependent reliability analysis method based on ARBIS and Kriging surrogate model.,"Zhenzhou Lu,Pan Wang,Xindang He,Huan Liu,Zhufeng Yue"
Computational modeling of quasi static fracture using the nonlocal operator method and explicit phase field model.,"Huilong Ren,Timon Rabczuk,Umut Sahin,Cevat Erdem Imrak"
Finite element implementation of ordinary state-based peridynamics with variable horizon.,"Mehmet Dorduncu,Erdogan Madenci"
A high-order SRCR-DG method for simulating viscoelastic flows at high Weissenberg numbers.,"Jie Ouyang,Xiaodong Wang,Mengxia Ma"
Evaluation of dynamic behaviour of porous media including micro-cracks by ordinary state-based peridynamics.,"Selda Oterkus,Hosam Shawky,Erkan Oterkus,Abdel-Hameed Mostafa El-Aassar,Satoyuki Tanaka,Murat Ozdemir,Islam Amin,Cong Tien Nguyen"
Peridynamic simulation of dynamic fracture in functionally graded materials subjected to impact load.,"Adem Candas,Erkan Oterkus,Cevat Erdem Imrak"
Elite-driven surrogate-assisted CMA-ES algorithm by improved lower confidence bound method.,"Bo Wang,Zengcong Li,Kuo Tian,Tianhe Gao"
Experimental investigations and nonlocal computational models of slurry infiltrated fiber concrete with CaCO,"Yi Zhang,Chao Zhang,Chong Wang,Shuai Zhou"
A data-driven framework for permeability prediction of natural porous rocks via microstructural characterization and pore-scale simulation.,"Bin Chen,Jinlong Fu,Jinsheng Wang,Ben Evans,Min Luo,Min Wang,Dunhui Xiao"
Three-dimensional phase field feature of longitudinal hydraulic fracture propagation in naturally layered rocks under stress boundaries.,"Xinyi Li,Shuwei Zhou,Xiaoying Zhuang"
Weak form of bond-associated peridynamic differential operator for solving differential equations.,"Dan Huang,Huilong Ren,Timon Rabczuk,Zhiyuan Li"
Peridynamic computational homogenization theory for materials with evolving microstructure and damage.,"Wenxuan Xia,Erkan Oterkus,Selda Oterkus,Yakubu Kasimu Galadima"
Peridynamics enabled digital image correlation for tracking crack paths.,"John G. Michopoulos,Erdogan Madenci,Athanasios Iliopoulos,Amin Yaghoobi,Atila Barut,Nam Phan"
Implicit implementation of the nonlocal operator method: an open source code.,"Huilong Ren,Yongzheng Zhang"
Manta ray foraging and Gaussian mutation-based elephant herding optimization for global optimization.,"Xiangke Guo,Yuxian Duan,Changyun Liu,Chunlin Yang,Song Li"
A PDROD model of reinforced concrete based on peridynamics and rod elements.,"Xiongwu Yang,Weicheng Gao,Wei Liu,Xiaole Li,Fengshou Li"
An active learning Kriging model with adaptive parameters for reliability analysis.,"Lu Xiao,Naixun Zhou,Huanwei Xu,Wei Zhang,Jingtian Zhang"
"""I Am Here to Assist Your Tourism"": Predicting Continuance Intention to Use AI-based Chatbots for Tourism. Does Gender Really Matter?","Yonghan Zhu,Banghui Zhang,Yang Liu,Rongcan Zeng,Chunshun Wang,Jie Deng,Weiwei Zheng"
Weakened Sustained Attention and Increased Cognitive Effort after Total Sleep Deprivation: A Virtual Reality Ecological Study.,"Danilo Menicucci,Angelo Gemignani,Marta Valleggi,Vincenzo Barone,Gianluca Parrini,Valentina Cesari,Simone Chiarelli,Pasquale Bufano,Alessandro Tognetti,Niccol"
Is This Science Video Popular? Let Us See How the Audience Reacts!,"Yankai Wang,Zhiguo Hu,Tian Gan,Hongyan Liu,Zhen Yang,Guangliang Hu"
Transitioning to Human Interaction with AI Systems: New Challenges and Opportunities for HCI Professionals to Enable Human-Centered AI.,"Wei Xu,Liezhong Ge,Zaifeng Gao,Marvin J. Dainoff"
Toward Hazard or Action? Effects of Directional Vibrotactile Takeover Requests on Takeover Performance in Automated Driving.,"Chunlei Chai,Changxu Wu,Hanjia Zheng,Peng Lu,Xiyuan Zhang,Jinlei Shi,Wei Zhang"
A Longitudinal Study of Children's Perceived Usability: Methodology and Measurements.,"Yanying Chen,Yiyang Zhang,Yuhui Wang"
Harnessing the Visual Salience Effect With Augmented Reality to Enhance Relevant Information and to Impair Distracting Information.,"Yueh-Lin Tsai,Xin Lei,Pei-Luen Patrick Rau"
"Effects of Social Media Self-Efficacy on Informational Use, Loneliness, and Self-Esteem of Older Adults.","Yue Chen,Qin Gao"
Understand the Impact of Technology Feature in Online Health Communities: Why the Representation of Information Matters.,"Jing Fan,Xuemei Huang"
Working Memory Capacity for Gesture-Command Associations in Gestural Interaction.,"Jiaofeng Li,Qi Gao,Zheng Ma,Quan Gu,Zaifeng Gao"
Psychological Predictors of Intention to Use Fitness Apps: The Role of Subjective Knowledge and Innovativeness.,"Fulya Acikgoz,Raffaele Filieri,Min Yan"
Adoption of Wearable Devices by Older People: Changes in Use Behaviors and User Experiences.,"Zhaoyi Ma,Mei Yang,Qin Gao"
Influence Mechanism of Implementation Intentions from the Perspective of Time and Space in Mobile Shopping.,"Lin Wang,Yang Zhao,Xiaoying Wang,Zhihua Wang"
Communication Between Automated Vehicles and Drivers in Manual Driving Vehicles: Using a Mechanical Arm to Produce Gestures.,"Changxu Wu,Wei Zhang,Jinlei Shi,Xianwen You,Leo Kust,Yijie Chen"
RoamFab: A Design Tool for Reconfiguring Parameterized Mechanisms to 3D Models With Structural Optimization.,"Preben Hansen,Yang Lu,Jiancheng Gu,Chengyi Shen,Zhitong Cui,Yanan Wang,Ting Chen,Shijian Luo"
Post-Purchase Trust in e-Commerce: A Theoretical Framework and a Text Mining-Based Assessment Method.,"Zhaoyi Ma,Yue Chen,Qin Gao"
ARCoA: Using the AR-Assisted Cooperative Assembly System to Visualize Key Information about the Occluded Partner.,"Lingxiao Yang,Shaohua Zhang,Qianrui Zhang,Shuo Feng,Mark Billinghurst,Xiaotian Zhang,Weiping He"
A first-order equivalent static loads algorithm for optimization of nonlinear static response.,"Mathias Stolpe,Nicol"
Numerical analysis of contact pressure between rolls of Sendzimir mill based on double influence function method and conjugate gradient techniques.,"Haixia Qu,Hui Wang,Wu Qiong,Chen Wei,Fengbin Liu,Li Feng,Xiaofeng Qin,Weimin Zhao"
Vehicle running attitude prediction model based on Artificial Neural Network-Parallel Connected (ANN-PL) in the single-vehicle collision.,"Chengxing Yang,Tuo Xu,Ping Xu,Hui Zhao,Yong Peng"
Predicting the shear strength of concrete beam through ANFIS-GA-PSO hybrid modeling.,"Tamim Alkhalifah,Riadh Marzouki,Gongxing Yan,Jie Li,Luay Hashem Abbud,Mohamed Amine Khadimallah,Fahad Alturise"
Innovative composite machine learning approach for biodiesel production in public vehicles.,"Tamim Alkhalifah,Yun Yang,Lizhen Gao,Joffin Jose Ponnore,Mohamed Abbas,Dalia H. Elkamchouchi,Fahad Alturise"
A co-simulation approach for straddle monorail vehicle-bridge interaction subjected to nonlinear excitation.,"Cheng Huang,Lingkai Zhang,Junyong Zhou,Junping Zhang,Jiangdong Deng"
Application of direct coupling method to design problems of hydrostatic guideways accounting for fluid-structure interactions.,"Bo Wang,Yangong Wu,Zheng Qiao,Hao Ge,Jiadai Xue"
"New ridge regression, artificial neural networks and support vector machine for wind speed prediction.","Yisu Ge,Elimam Ali,Shifeng Wang,Sami Muhsen,H. Elhosiny Ali,Yun Zheng,Dalia H. Elkamchouchi"
Reaction-diffusion equation driven topology optimization of high-resolution and feature-rich structures using unstructured meshes.,"Hao Li,Tiannan Hu,Joe Alexandersen,Tsuguo Kondoh,Kozo Furuta,Minghao Yu,Kazuhiro Izui,Shinji Nishiwaki,Pierre Jolivet"
A local search scheme in the natural element method for the analysis of elastic-plastic problems.,"Wei Cao,Shiyuan Guo,Ping Lu,Kaiyong Jiang,Peifeng Li,Yang Shu,Bin Liu"
A rapid method to predict biaxial fatigue life of automotive wheels using proper orthogonal decomposition and radial basis function algorithm.,"Jintao Luo,Xiandong Liu,Er Jiang,Yue Zhang,Decai Kong,Yingchun Shan"
Combined cubic generalized ball surfaces: Construction and shape optimization using an enhanced JS algorithm.,"Gang Hu,Jingyu Zhong,Min Li"
Al-DeMat: A web-based expert system platform for computationally expensive models in materials design.,"Timon Rabczuk,Xiaolong Fu,Weizhuo Lu,Bokai Liu,Xiaoying Zhuang,Nam Vu-Bac"
Growth of random polyhedral void in structural steel based on micromechanical RVE simulations.,"Liang-Jiu Jia,Changfeng Zhou,Tianyu Gu,Jinbao Xie,Yu Chen,Bo Chen,Tao Liu,Rui Zhang"
Innovative ANN hysteresis to predict hysteretic performance of composite reinforced concrete beam.,"Tamim Alkhalifah,Alaa Hussein Ali,Gongxing Yan,Jie Li,H. Elhosiny Ali,Fahad Alturise"
Application of novel hybrid machine learning approach for estimation of ultimate bond strength between ultra-high performance concrete and reinforced bar.,"Tamim Alkhalifah,Gongxing Yan,Mohamed Amine Kadimallah,Xiaoming You,H. Elhosiny Ali,Murtadha M. Al-Masoudy,Fahad Alturise"
Mixed artificial intelligence models for compressive strength prediction and analysis of fly ash concrete.,"Kunpeng Li,Wei Yin,Yu Zhong,Wei Liang,Zhanyuan Zhu,Yusheng Zeng,Qian Tao,Shucheng Yuan,Han Chen,Zuyin Zou"
Novel modified ANFIS based fuzzy logic model for performance prediction of FRCM-to-concrete bond strength.,"Khidhair Jasim Mohammed,Tamim Alkhalifah,Riadh Marzouki,Elimam Ali,Jie Li,Ling Liu,Fahad Alturise"
Development of hybrid ANFIS-GAN-XGBOOST models for accurate prediction of material removal rates from PCB-polluted concrete surfaces using laser technology for sustainable energy generation.,"Mengyao Pang,Jialing Li,Haneen M. Al Tamimi,H. Elhosiny Ali,Dalia H. Elkamchouchi,Joffin Jose Ponnore"
Proving identities on weight polynomials of tiered trees via Tutte polynomials.,"Fengming Dong,Sherry H. F. Yan"
Proof of Dilks' bijectivity conjecture on Baxter permutations.,"Zhicong Lin,Jing Liu"
Regular Cayley maps of elementary abelian,"Wenjuan Luo,Hao Yu,Shaofei Du"
Orientably-regular,"Yao Tian,Xiaogang Li,Shaofei Du"
Combinatorics of integer partitions with prescribed perimeter.,"Huan Xiong,Zhicong Lin,Sherry H. F. Yan"
A Climate Change Vulnerability Assessment Design Framework: The Case of Small-scale Farmers in Western Honduras.,"Yan Li,Ali Mohammed Bazarah,Claudia Caceres"
A lightweight algorithm based on YOLOv5 for relative position detection of hydraulic support at coal mining faces.,"Yingjun Zhang,Binhong Xie,Lihu Pan,Yuxuan Duan,Rui Zhang"
Fast and efficient face detector based on large kernel attention for CPU device.,"Shuaihui Qi,Tao Xie,Zhiyuan Li,Xiaofeng Song"
Real-time textile fabric flaw inspection system using grouped sparse dictionary.,"Jian Zhou,Benchao Yan,Xiaohu Wang,Ruru Pan"
Pse: mixed quantization framework of neural networks for efficient deployment.,"Yihao Chen,Longhua Ma,Yu Pan,Yingqing Yang,Mingyuan Liu,Jun Chen,Guanzhong Tian,Yong Liu"
An efficient lightweight CNN model for real-time fire smoke detection.,"Bangyong Sun,Yu Wang,Siyuan Wu"
Real-time segmentation network for compact camera module assembly adhesives based on improved U-Net.,"Dongjie Li,Haipeng Deng,Changfeng Li,Hui Chen"
Lightweight container code recognition based on multi-reuse feature fusion and multi-branch structure merger.,"Shuang Yue,Hao Zhang,Dapeng Yang,Xiaokang Chen,Mingtang Liu,Mengxiao Zhang,Guanghui Wang"
A real-time fall detection model based on BlazePose and improved ST-GCN.,"Zewei Zhao,Shuqin Tu,Xiaofeng Chen,Junliang Chen,Yu Zhang,Junsi Gan,Yinliang Diao"
Yolo-inspection: defect detection method for power transmission lines based on enhanced YOLOv5s.,"Haoqing Chi,Li Liu,Lihui Lu,Rifan Wang,Zhencong Chen"
An improved lightweight and real-time YOLOv5 network for detection of surface defects on indocalamus leaves.,"Lin Zhou,Zhe Tang,Fang Qi,Huarong Chen"
CityUPlaces: a new dataset for efficient vision-based recognition.,"Yi Liu,Gengshen Wu,Songhao Zhang,Shuaixin Xu,Haowei Wu,Jinming Hu"
A Swin transformer-functionalized lightweight YOLOv5s for real-time coal-gangue detection.,"Dailiang Wei,Jihong Gao,Bo Li,Juanli Li,Xiao Wen,Jie Zhang,Xuewen Wang"
Fast and intelligent measurement of concrete aggregate volume based on monocular vision mapping.,"Shuang Yue,Linjian Shangguan,Mingtang Liu,Guanghui Wang,Bin Li,Yingjie Liu,Jinhao Zhang"
A real-time and efficient surface defect detection method based on YOLOv4.,"Chengdi Xiao,Jiansheng Liu,Guolong Cui"
U-DPnet: an ultralight convolutional neural network for the detection of apples in orchards.,"Hao Wan,Shanshan Zhang,Ke Zhang,Xilei Zeng,Zeming Fan"
Real-time and effective detection of agricultural pest using an improved YOLOv5 network.,"Yuxiang Wang,Zhe Tang,Fang Qi,Shuhong Chen"
The average size of Ramanujan sums over cubic number fields.,"Huayan Sun,Jing Ma,Wenguang Zhai"
Sensitivity-guided iterative parameter identification and data generation with BayesFlow and PELS-VAE for model calibration.,"Yi Zhang,Lars Mikelsons"
Analysis and Design of Identity Authentication for IoT Devices in the Blockchain Using Hashing and Digital Signature Algorithms.,"Lei Wang,Ying Yuan,Yan Ding"
Multiantenna Clustering Collaboration for WPCNs Based on Nonlinear EH.,"Xianli Wen,Anran Zhou,Lina Yuan,Rong Wang,Huajun Chen"
An Intrusion Detection Model Based on Feature Selection and Improved One-Dimensional Convolutional Neural Network.,"Qingfeng Li,Linzhi Wen,Bo Li"
Survey of lightweighting methods of huge 3D models for online Web3D visualization.,"Chang Liu,Xiaojun Liu,Jinyuan Jia"
Research on AGV task path planning based on improved A* algorithm.,"Xianwei Wang,Fuyang Ke,Wei Wang,Jiajia Lu,Xun Wang"
RealFuVSR: Feature Enhanced Real-World Video Super-Resolution.,"Zhi Li,Xiongwen Pang,Yiyue Jiang,Yujie Wang"
Intelligent fire information system based on 3D GIS.,"Dongmei Yan,Jinxing Hu,Bing He,Zhihan Lv,Diping Yuan"
A spatiotemporal intelligent framework and experimental platform for urban digital twins.,"Jinxing Hu,Wenjiang Chen,Bing He,Ge Yang,Xiongfei Ye,Zhihan Lv,Donghao Li,Diping Yuan"
Eye-shaped keyboard for dual-hand text entry in virtual reality.,"Xiaolong Liu,Hao Zhang,Kangyu Wang,Yangqiu Yan,Lili Wang"
Design of a new kind of chemical experiment container with virtual reality fusion.,"Lurong Yang,Zhiquan Feng,Junhong Meng"
Human-pose estimation based on weak supervision.,"Xizhao Bao,Xiaoyan Hu,Guoli Wei,Zhaoyu Li"
Deep-reinforcement-learning-based robot motion strategies for grabbing objects from human hands.,"Zhiquan Feng,Tao Xu,Liran Zhou,Xiaohui Yang,Zeyuan Cai"
ILIDViz: An Incremental Learning-Based Visual Analysis System for Network Anomaly Detection.,"Shengtao Chen,Junxiang Cao,Zhiyuan Wu,Xiaoju Dong,Xuefei Tian"
A survey of real-time rendering on Web3D application.,"Chang Liu,Long Wang,Lei Wei,Qingyu Huang,Geng Yu,Enming Lin,Jinyuan Jia,Ting Fang,Yiqiang He,Siyuan Fu"
Data-based real-time petrochemical gas diffusion simulation approach on virtual reality.,"Yong Han,Xue Li,Min Yang,Chang Su"
Image defocus deblurring method based on gradient difference of boundary neighborhood.,"Wei Li,Haomiao Ma,Junjie Tao,Lingyu Ai,Tao Yan,Shaojie Zhang,Yinghui Wang"
A learning trajectory planning for vibration suppression of industrial robot.,"Tie Zhang,Hubo Chu,Yanbiao Zou,Tao Liu"
Vibration suppression of collaborative robot based on modified trajectory planning.,"Lin Wang,Xiang Yue,Yan Feng,Yong Tian"
Design and development of a cable-driven elephant trunk robot with variable cross-sections.,"Changyang Li,Qi Wang,Aihong Ji,Huapeng Wu,Shikun Wen,Guodong Qin,Zhikang Yang"
Modeling and calibration of high-order joint-dependent kinematic errors of serial robot based on local POE.,"Jing Cui,Yang Li,Yujie Zhang,Zhongyi Chu"
A review of indoor-orbital electrical inspection robots in substations.,"Tingting Li,Lijun Dong,Zhanlin Yan,Jiawen Liang,Bing Zhang,Naichao Chen"
An iterative path-following method for hyper-redundant snake-like manipulator with joint limits.,"Huayong Yang,Cheng Wang,Haibo Xie"
Adaptive sliding mode control for tunnel boring machine cutterhead telescopic system with uncertainties.,"Huan Yu,Qiang Zhang,Jianhua Wei,Jinhui Fang,Hangjun Zhang"
A human augmentation device design review: supernumerary robotic limbs.,"Junnan Lv,Ziyu Liao,Tianzuo Chang,Bai Chen,Keming Liu,Qian Zheng"
AGV robot for laser-SLAM based method testing in automated container terminal.,"Fangqiang Xiu,Yu Cao,Yang Liu,Qingcheng Zeng,Ang Yang"
A systematic automated grasping approach for automatic manipulation of fabric with soft robot grippers.,"Xinyu Li,Yuqi Liu,Guoqing Jin,Junqiang Su"
A systematic strategy of pallet identification and picking based on deep learning techniques.,"Yongyao Li,Chao Li,Qi Song,Qinglei Zhao,Sen Wang,Guanyu Ding"
A robotic 3D printing system for supporting-free manufacturing of complex model based on FDM technology.,"Fubao Xie,Ben Mou,Chengyang Zhang,Xishuang Jing,Siyu Chen,Duanping Lv"
Human-robot force cooperation analysis by deep reinforcement learning.,"Xiaogang Yuan,Shaodong Li,Hongjian Yu"
Laser 3D tightly coupled mapping method based on visual information.,"Rui Yuan,Sixing Liu,Yan Chai,Hong Miao"
"Design, modeling and kinematic analysis of a multi-configuration dexterous hand with integrated high-dimensional sensors.","Yang Du,Shaodong Li,Mingqi Chen,Feng Shuang"
Spatial positioning robotic system for autonomous inspection of LPG tanks.,"Jiyuan Wu,Chunlei Tu,Jie Li,Xingsong Wang"
Human-robot kinematics mapping method based on dynamic equivalent points.,"Ziqiang Zhang,Jing Zhao,Biyun Xie,Xin Wang"
A robotic polishing trajectory planning method for TBCs of aero-engine turbine blade using measured point cloud.,"Zifan Li,Chunming Deng,Shaopeng Niu,Xufeng Liang,Zhenhua Cai,Fan Yang,Tingyang Chen,Chunnian Zeng,Shujuan Dong,Zixin Mu"
Design and analysis of a continuum manipulator for use in narrow spaces.,"Heng Zhang,Fei Qi,Xiaoming Dou,Haishan Pei,Jing Zhu,Dongming Bai"
Design and experimental research of the hybrid-driven soft robot.,"Ke Zhang,Hongtao Wei,Yongqi Bi"
Research on dynamic parameter identification and collision detection method for cooperative robots.,"Shuwen Sun,Chenyu Song,Haiming Huang,Bo Wang"
A hierarchical visual model for robot automatic arc welding guidance.,"Tingyang Chen,Xiaoyue Jin,Chunnian Zeng,Chen Chen,Zhenhua Cai"
Enhance pick-and-place performance using multimodal interaction in operation environment.,"Yang Chen,Xinwei Guo"
An Efficient Medical Image Encryption Scheme Utilizing Nonuniform Cellular Automaton.,"Xu Xu,Qiankun Li,Wenrui Lv,Junxin Chen,Chong Fu"
Locally Active Memristor with Variable Parameters and Its Oscillation Circuit.,"Haodong Li,Shaobo He,Chun-Lai Li"
Analysis of Zero-Hopf Bifurcation in a Simple Jerk System.,"Biyao Guo,Wei Zhang,Yan Zhou,Yu Liu"
Stability and Hopf Bifurcation Analysis of an HIV Infection Model in the Evolution of Drug Resistance.,"Rui Xu,Yan Yang"
"Magneto-Aero-Elastic Superharmonic and Subharmonic Resonances, Bifurcations and Chaos of Conductive Spinning Circular Plates.","Yuda Hu,Zhe Li,Wenqiang Li"
Singularly Degenerate Heteroclinic Cycles with Nearby Apple-Shape Attractors.,"Qifang Su,Guiyao Ke,Haijun Wang,Jun Pan,Guili Dong"
"Stability and Bifurcation Analysis of a Beddington-DeAngelis Prey-Predator Model with Fear Effect, Prey Refuge and Harvesting.","Long Lv,Jie Li,Jiao-Guo Wang,Xin-You Meng"
Bifurcation and Geometric Singular Perturbation Analysis of a Multi-timescale Pituitary Model.,"Shenquan Liu,Jian Song,Ke He,Na Zhao"
Ultra-Chaos in the Motion of Walking Droplet.,"Shijie Qin,Shijun Liao,Yu Yang"
Efficient Neuromorphic Reservoir Computing Using Optoelectronic Memristors for Multivariate Time Series Classification.,"Guangdong Zhou,Jiale Lu,Jing Su,Fan Sun,Xiaofang Hu,Shukai Duan"
Dynamical Analysis of a Predator-Prey Model with Additive Allee Effect and Migration.,"Lijuan Chen,Fengde Chen,Yue Xia,Xinhao Huang"
Singular Perturbation Analysis for a Holling-Tanner Model with Additive Allee Effect.,"Zirui Zhu,Xingbo Liu"
Piecewise Smooth Perturbations to a Class of Planar Cubic Centers.,"Dan Sun,Yue Li,Linping Peng"
Classification on Boundary-Equilibria and Singular Continuums of Continuous Piecewise Linear Systems.,"Linfeng Zhou,Zhaosheng Feng,Hebai Chen,Hao Yang"
Inherent Complexity and Early Warning of Zaozhuang Circular Economy System.,"Dexia Wang,Junhai Ma,Xiao Li,Bing Zhang"
Multiple Periodic Solutions of Nonautonomous Delay Differential Equations.,"Lin Li,Weigao Ge"
Pure-Attention-Based Multifunction Memristive Neuromorphic Circuit and System.,"Tianhao Zhao,Yue Zhou,He Xiao,Xiaofang Hu,Haohang Sun"
Dynamics of a Coccinellids-Aphids Model with Stage Structure in Predator Including Maturation and Gestation Delays.,"Mengran Yuan,Na Wang"
Design and Dynamics of Multicavity Hyperchaotic Maps with Cylinder Attractors.,"Wenhao Liu,Huihai Wang,Kehui Sun,Xianhui Zhou"
Dimension Reduction of Collective Attention Networks.,"Wei Lin,Qunxi Zhu,Boyun Ji"
"Dynamics of a Delayed Predator-Prey Model with Prey Refuge, Allee Effect and Fear Effect.","Fengde Chen,Zhen Wei"
Nonlinear Vibration Analysis of the Coupled Gear-Rotor-Bearing Transmission System for a New Energy Vehicle.,"Yanjun Zeng,Wei Zhang,Shuai Mo,Zhen Wang"
Global Dynamics of a Predator-Prey Model with Simplified Holling Type IV Functional Response and Fear Effect.,"Jianglong Xiao,Yonghui Xia"
Stability and Hopf Bifurcation Analysis for an Age-Structured Tumor Immune Model with Time Delay.,"Zhonghu Luo,Yuanshun Tan,Zijian Liu"
Estimating the Number of Zeros of Abelian Integrals for the Perturbed Cubic Z4-Equivariant Planar Hamiltonian System.,"Wentao Huang,Aiyong Chen,Huiyang Zhang,Yonghui Xia"
The Effect of Dispersal Patterns on Hopf Bifurcations in a Delayed Single Population Model.,"Yuanyuan Zhang,Dan Huang,Shanshan Chen"
Dynamics of a Leslie-Gower Model with Weak Allee Effect on Prey and Fear Effect on Predator.,"Lijuan Chen,Fengde Chen,Tingting Liu,Zhong Li"
Formation Mechanism of Multistate Coexistence and Burst Oscillation in Nonlinear Zener Model.,"Liyang Yu,Ning Chen,Wangcai Ding,Deyang Li,Shaopei Wu,Guofang Li"
Some Jerk Systems with Hidden Chaotic Dynamics.,"Mei Liu,Ning Wang,Xiaoyan Hu,Xue Zhang,Bo Sang,Bingxue Li"
"A Novel 4D Conservative Chaotic System with Hidden Extreme Multistability, Special Multitransient Behaviors, and Offset Boosting Behaviors.","Xinyu Li,Qun Ding,Chunlei Fan,Jian Zeng"
Hopf Bifurcation and Stability of the Double-Delay Lorenz System.,"Dechang Pi,Min Xu,Erxi Zhu"
Impact of Spatial Memory on a Predator-Prey System with Allee Effect.,"Jian Gao,Chuansheng Shen,Daiyong Wu,Fengping Lu"
An improved AODV routing algorithm based on energy consumption for Ad Hoc networks.,"Xi Chen,Zhikun Wang,Jianwei Zhang,Zengyu Cai"
A method for standardized wear detection of masks based on key point detection.,"Hui Wang,Xuanyin Wang,Hongqian Hu"
Gear tooth surface modification analysis by support vector machine regression.,"Yang Zhang,Yanjun Jiang,Yu Sun,Hang Wu"
A descriptive study on the convolution analysis of the insulation performance of non-transparent enclosures corresponding with the changes of the construction hierarchy.,"Jian Tang,Shuo Wang,Lan Wang,Huisheng Zeng,Chenchen Wang"
Role of situational pedagogics in English teaching in the context of soft computing and fuzzy sets.,"Xiang Xu,Haijing Liang,Feng Liu"
Mobile communication channel resource allocation technology in interference environment based on clustering algorithm.,"Yuan Chen,Wenqi Cao,Wenjie Xu,Juan Li"
Economic growth factors of industrial and commercial enterprises in coastal cities based on the model of unexpected super efficiency.,"Hui Chen,Guixian Tian"
The low-carbon economic operation strategy of virtual power plant under different electricity-gas-heat-carbon multi-market synergy scenarios.,"Ximing Wan,Taorong Gong,Qinfei Sun,Xuan Wen,Songsong Chen"
"Multi-scale flexibility assessment of electrical, thermal and gas multi-energy systems based on morphological decomposition.","Zhiwei Wang,Xinhe Zhang,Kaicheng Liu,Jiajun Zhang,Xiaoqiang Jia,Songcen Wang"
Optimal operation strategy of wind-hydrogen integrated energy system based on NSGA-II algorithm.,"Weidong Wang,Xuan Wen,Teng Sun"
Research on adaptive selection method of radiation sources in passive radar based on GNSS signal.,"Hao Cha,Bin Tian,Huatao Tang,Lei Zuo,Feng Liu"
Research on security encryption mechanism of physical Layer based on iterative quantization method.,"Dongjuan Ma,Qiang Xue,Wenqing Liu,Yun Ju,Yanyan Zhang,Hua Yang,Weizhe Jing,Min Guo"
Detection method of limb movement in competitive sports training based on deep learning.,"Yichen Wang,Yi Wang,Pei Zhang"
A vector conversion method of building indoor space data based on attribute classification.,"Zijiao Luo,Ying Xu,Song Xue"
Research on power quality disturbance classification algorithm based on edge computing.,"Tengxin Wang,Min Zhang,Rui Li,Huiqiang Zhi,Jun Zhao,Huipeng Li,Jinhao Wang"
Identification and modelling of parameters for the information-physical-social convergence characteristics of user-side flexible resources.,"Zhenlan Dou,Chunyan Zhang,Juntao Wu,Xuan Wen"
Voice broadcast based on 5G sensor in urban fire emergency system application.,"Jiong Zhu,Zhangyin Liu,Gang Dong,Ying Huang,Weidong Peng"
Power grid user asset value evaluation method and application under the background of artificial intelligence and smart grid.,"Yibo Lai,Libo Fan,Xiang Fang,Yi Xuan,Yi Wang,Zhiqing Sun"
Microcosmic characteristics of particulate matter emitted by GDI gasoline engine in plateau environment.,"Jian Zhang,Xiaoying Liu,Chao He,Hao Zhou"
The dilemma and countermeasures of online sports teaching under the background of big data and Internet of Things.,"Jun Zhou,Li Cao"
